,latitude,longitude
0,39.85819520978018,116.08598720529763
1,39.89938531081731,116.02671556550293
2,39.9927710680734,116.05557658874613
3,39.95544720736196,116.10826578363726
4,39.774478341836016,116.13788944926624
5,39.82661246564337,116.19477437791728
6,39.916351960163695,116.17057314321853
7,39.89772149264748,116.20704794036153
8,39.9456648319824,116.20237344672714
9,39.75749493856796,116.32337368879074
10,39.812868047831344,116.28128512564498
11,39.82736112844307,116.33494333099247
12,39.86017500290193,116.26431921008292
13,39.867977717672865,116.29928390063115
14,39.88499790183241,116.25322801035281
15,39.90292890291251,116.2605765952514
16,39.8692646760618,116.34396867376442
17,39.87104407320847,116.36549391033023
18,39.91050490367091,116.33912916271339
19,39.905679693120476,116.36511048505933
20,39.92062196878771,116.27044446234154
21,39.944731586477324,116.26708104927646
22,39.89828667066138,116.30449555754076
23,39.92637578825532,116.30718993553319
24,40.08553255247008,116.09069776784527
25,40.14307422888339,116.15193443506641
26,39.9944950441193,116.19403694028148
27,39.99050710022279,116.22274222102632
28,40.054799222598,116.2020499794424
29,40.01086874478031,116.27097091906919
30,40.05369656236738,116.24950551372628
31,40.0333265177904,116.3105668812784
32,40.04818872949645,116.30574247811047
33,40.13059556459333,116.26858730650174
34,40.07672025635621,116.30925955064569
35,40.07592408289309,116.33277793758037
36,39.940807145803866,116.32753155146797
37,39.93581465908573,116.3529188434586
38,39.965305067395825,116.34455134760621
39,39.9509400756666,116.36335859203359
40,39.96110813056535,116.2864994777279
41,39.98061125948561,116.30513604244851
42,39.96527363373639,116.32019223060712
43,39.97784133454472,116.32915390347986
44,39.98396729846609,116.34868458034029
45,39.96863706633309,116.36463604450803
46,39.981673608641806,116.3746837230771
47,40.0072896274001,116.36974033402483
48,39.99441437772736,116.3286189600971
49,40.007875903103134,116.31875886755374
50,40.00984445495157,116.34450319442145
51,40.03221396791525,116.3447295202394
52,39.85163668494562,116.3983317414944
53,39.87133525622632,116.38613038593705
54,39.87416854224945,116.40927442239871
55,39.90013256836622,116.38794098586862
56,39.917931081849325,116.39523594825238
57,39.903568780829744,116.41660134741089
58,39.907797383067226,116.43430015132695
59,39.9433156282674,116.39554471238449
60,39.97392091766287,116.39426140667396
61,39.953367756438396,116.41684448304197
62,39.97111460472453,116.41806454465058
63,39.9363273985967,116.42735043527962
64,39.932928429517055,116.45145409953086
65,39.95590376359156,116.4478163743243
66,39.97032780943307,116.45395581566508
67,39.98108789312726,116.44653366259739
68,39.98696557169402,116.45208089307275
69,39.99238108444647,116.47918139160907
70,40.01452678036205,116.4560919206762
71,39.99798537186662,116.39535085708246
72,39.99143881093216,116.41673572413
73,40.02559437599836,116.40477484550283
74,40.026683487945064,116.43100206852618
75,40.05473129919086,116.40439807051277
76,40.042577243613685,116.44345824629329
77,40.086012490147176,116.41294341629758
78,40.11170544153604,116.47454667538959
79,40.129860400973826,116.53452733228603
80,39.79391719692563,116.50734880785905
81,39.84869189262599,116.55991791433978
82,39.85078815983194,116.43506952003236
83,39.873889180598454,116.45773929359187
84,39.862401911490494,116.48547595914961
85,39.905262720392074,116.45508845285252
86,39.90569035555185,116.47373809537945
87,39.90891026619214,116.49503826400836
88,39.9270739443387,116.47245389758204
89,39.95509416900776,116.48818313573415
90,39.99335089864714,116.50394289281031
91,39.91488794525739,116.54138321635267
92,39.8797770142199,116.66634397868502
93,39.915342347795885,116.61334292590425
94,39.892539104553265,116.72853943762838
95,39.961330533809175,116.75545143816056
96,40.017719487879184,116.53873057966307
97,40.053843858571966,116.56886239374373
98,40.0655515195097,116.60141528049503
99,40.13256301444968,116.64452927915893
