,latitude,longitude
0,39.78444759460043,116.13201543979923
1,39.8640513679137,116.21987489441649
2,39.96648715727045,116.10310774035892
3,39.98857101722688,116.20369020412996
4,39.920480607331854,116.21477350286254
5,39.797338070816565,116.28425782823315
6,39.86871779326855,116.2832529231645
7,39.90988261281623,116.2874504060142
8,39.949921802962606,116.27906380526841
9,39.924722648395736,116.33441166148425
10,39.90161006346517,116.35657917303915
11,39.830565032255684,116.34781342053145
12,40.1275752180026,116.12513548639213
13,40.11242664746924,116.20566540971593
14,40.04060365724508,116.3017574442899
15,40.03912666483345,116.33148136638015
16,40.080906306853244,116.3061465731904
17,40.07368183353144,116.33022692881795
18,39.97158268346819,116.31035992627694
19,39.985733204106886,116.29825742772508
20,39.976045672194175,116.33143090399423
21,39.953201892866716,116.35861059099584
22,39.984773833188825,116.35547353867584
23,40.003183426872106,116.3609421559395
24,40.008528847117674,116.31997610902488
25,39.995190769681585,116.32822616383257
26,39.798241363712144,116.47856786940487
27,39.884798726560305,116.39285721655435
28,39.90175572398247,116.4210815819544
29,39.911026868027214,116.45244365822153
30,39.93978583750525,116.44749701625503
31,39.91720599175811,116.47588716847486
32,39.9447420951062,116.49622419173453
33,39.90215543428695,116.58606350037898
34,39.91709060830917,116.63535533682906
35,39.904805536001476,116.68360723240158
36,39.954695914587866,116.73493685220896
37,39.941273467396904,116.39455309781997
38,39.98063847170013,116.39121260472987
39,39.96827438724634,116.42003560918202
40,39.99247460868171,116.41399642578689
41,39.96869654447832,116.4504781657404
42,39.98642027920636,116.44782092737155
43,39.994587957408385,116.47356383391882
44,40.027202264871406,116.43155722591304
45,40.05913849245652,116.47321795722173
46,40.052538173088365,116.40261860601444
47,40.07327301644806,116.41193717533282
48,40.12934422582305,116.50424209462444
49,40.04430656553253,116.56645670253425
